"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","CLI","AMPLITUD","LTRENDIDX","M","1994-03",100.9336,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1994-04",101.0305,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1994-05",101.0738,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1994-06",101.0698,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1994-07",101.0337,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1994-08",100.981,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1994-09",100.9131,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1994-10",100.8222,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1994-11",100.6852,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1994-12",100.4904,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1995-01",100.2323,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1995-02",99.9127,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1995-03",99.56327,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1995-04",99.23797,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1995-05",98.98093,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1995-06",98.80949,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1995-07",98.70988,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1995-08",98.64695,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1995-09",98.5919,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1995-10",98.54554,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1995-11",98.5229,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1995-12",98.53902,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1996-01",98.60547,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1996-02",98.72958,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1996-03",98.89902,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1996-04",99.07795,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1996-05",99.2456,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1996-06",99.38227,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1996-07",99.47841,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1996-08",99.55483,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1996-09",99.62749,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1996-10",99.70152,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1996-11",99.78532,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1996-12",99.87515,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-01",99.98045,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-02",100.1097,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-03",100.2493,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-04",100.3941,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-05",100.5388,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-06",100.6773,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-07",100.7984,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-08",100.8853,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-09",100.9434,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-10",100.9739,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-11",100.9717,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1997-12",100.9356,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-01",100.8837,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-02",100.8158,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-03",100.7129,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-04",100.5724,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-05",100.3957,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-06",100.1947,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-07",100.0006,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-08",99.83782,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-09",99.73917,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-10",99.73988,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-11",99.84349,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1998-12",100.0128,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-01",100.2221,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-02",100.4352,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-03",100.6268,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-04",100.7944,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-05",100.9379,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-06",101.0469,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-07",101.1248,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-08",101.1816,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-09",101.2318,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-10",101.2839,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-11",101.3385,
"USA","CLI","AMPLITUD","LTRENDIDX","M","1999-12",101.3773,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-01",101.3737,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-02",101.3106,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-03",101.2155,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-04",101.0977,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-05",100.9516,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-06",100.7863,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-07",100.6024,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-08",100.3854,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-09",100.1319,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-10",99.82515,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-11",99.47506,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2000-12",99.09714,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-01",98.75159,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-02",98.48595,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-03",98.31357,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-04",98.22602,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-05",98.19781,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-06",98.17322,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-07",98.12701,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-08",98.06211,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-09",98.01978,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-10",98.07121,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-11",98.24272,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2001-12",98.51279,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-01",98.82562,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-02",99.12216,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-03",99.34538,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-04",99.43869,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-05",99.38196,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-06",99.18377,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-07",98.89756,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-08",98.59155,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-09",98.30723,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-10",98.08309,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-11",97.93487,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2002-12",97.83543,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-01",97.76319,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-02",97.72941,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-03",97.76682,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-04",97.90271,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-05",98.13055,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-06",98.42254,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-07",98.76408,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-08",99.14424,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-09",99.55145,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-10",99.96425,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-11",100.349,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2003-12",100.6716,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-01",100.9146,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-02",101.0598,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-03",101.127,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-04",101.1289,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-05",101.086,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-06",101.0081,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-07",100.9013,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-08",100.7818,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-09",100.677,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-10",100.6058,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-11",100.5772,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2004-12",100.564,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-01",100.5295,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-02",100.4668,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-03",100.3873,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-04",100.328,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-05",100.3147,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-06",100.3451,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-07",100.3931,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-08",100.4623,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-09",100.5673,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-10",100.7205,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-11",100.9071,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2005-12",101.0856,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-01",101.2233,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-02",101.3095,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-03",101.3389,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-04",101.3085,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-05",101.2439,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-06",101.1857,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-07",101.1538,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-08",101.1694,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-09",101.2391,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-10",101.3413,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-11",101.4611,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2006-12",101.5881,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-01",101.7099,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-02",101.8273,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-03",101.9475,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-04",102.0611,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-05",102.147,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-06",102.1909,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-07",102.1761,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-08",102.0993,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-09",101.9886,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-10",101.8651,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-11",101.7342,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2007-12",101.6082,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-01",101.4762,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-02",101.3242,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-03",101.1525,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-04",100.9395,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-05",100.654,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-06",100.2581,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-07",99.71764,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-08",99.01691,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-09",98.1693,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-10",97.23721,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-11",96.34522,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2008-12",95.59553,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-01",95.05249,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-02",94.75383,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-03",94.71762,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-04",94.93314,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-05",95.33041,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-06",95.83711,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-07",96.39011,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-08",96.94856,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-09",97.48148,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-10",97.97036,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-11",98.4177,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2009-12",98.82869,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-01",99.18327,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-02",99.446,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-03",99.62067,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-04",99.69038,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-05",99.6655,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-06",99.58582,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-07",99.51663,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-08",99.50941,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-09",99.57681,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-10",99.70661,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-11",99.88924,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2010-12",100.084,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-01",100.2488,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-02",100.3475,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-03",100.3441,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-04",100.2363,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-05",100.0359,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-06",99.76499,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-07",99.47418,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-08",99.22875,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-09",99.1001,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-10",99.11949,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-11",99.26637,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2011-12",99.48736,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-01",99.70836,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-02",99.8637,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-03",99.92583,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-04",99.89849,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-05",99.80551,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-06",99.68815,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-07",99.59858,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-08",99.56433,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-09",99.59804,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-10",99.67268,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-11",99.76945,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2012-12",99.89114,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-01",100.0333,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-02",100.1793,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-03",100.3024,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-04",100.4179,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-05",100.5322,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-06",100.622,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-07",100.6754,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-08",100.7056,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-09",100.7164,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-10",100.7185,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-11",100.7215,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2013-12",100.7143,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-01",100.7025,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-02",100.7198,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-03",100.7664,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-04",100.8243,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-05",100.8752,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-06",100.9129,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-07",100.9327,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-08",100.9374,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-09",100.9286,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-10",100.9023,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-11",100.8586,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2014-12",100.7915,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-01",100.7016,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-02",100.5953,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-03",100.4832,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-04",100.3709,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-05",100.2517,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-06",100.1218,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-07",99.95967,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-08",99.77781,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-09",99.60271,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-10",99.45874,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-11",99.338,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2015-12",99.23298,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-01",99.14732,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-02",99.08836,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-03",99.06622,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-04",99.06308,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-05",99.06282,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-06",99.05888,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-07",99.06982,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-08",99.10967,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-09",99.19334,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-10",99.31817,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-11",99.47141,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2016-12",99.62978,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-01",99.75851,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-02",99.84357,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-03",99.88461,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-04",99.89811,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-05",99.90504,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-06",99.92058,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-07",99.95183,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-08",100.0245,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-09",100.1292,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-10",100.2535,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-11",100.3795,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2017-12",100.5043,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-01",100.6276,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-02",100.7406,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-03",100.8142,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-04",100.84,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-05",100.8277,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-06",100.7843,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-07",100.7121,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-08",100.6139,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-09",100.4743,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-10",100.2876,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-11",100.0701,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2018-12",99.84515,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-01",99.63597,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-02",99.46133,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-03",99.32282,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-04",99.19765,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-05",99.08161,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-06",98.97491,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-07",98.88547,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-08",98.82578,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-09",98.82581,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-10",98.88253,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-11",98.96972,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-12",99.05372,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-01",99.09523,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-02",99.06356,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-03",97.66248,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-04",92.57819,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-05",94.26476,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-06",96.13975,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-07",97.71461,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-08",98.42679,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-09",98.72005,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-10",99.08091,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-11",99.47705,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-12",99.89497,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-01",100.2696,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-02",100.6468,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-03",100.9771,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-04",101.2518,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-05",101.3295,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-06",101.3359,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-07",101.2873,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-08",101.2167,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-09",101.1574,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-10",101.1131,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-11",101.0748,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-12",101.0229,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-01",100.9377,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-02",100.8118,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-03",100.6307,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-04",100.3942,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-05",100.107,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-06",99.81046,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-07",99.5525,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-08",99.34685,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-09",99.17635,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-10",99.02948,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-11",98.90653,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-12",98.81886,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2023-01",98.76299,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2023-02",98.72836,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2023-03",98.71828,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2023-04",98.74213,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2023-05",98.79805,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2023-06",98.88155,
