"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-01",102.1603,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-02",102.3718,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-03",102.4077,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-04",102.4028,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-05",102.4471,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-06",102.4584,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-07",102.402,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-08",102.3394,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-09",102.329,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-10",102.3081,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-11",102.4278,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-12",102.594,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-01",102.8272,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-02",102.8807,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-03",102.7989,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-04",102.7801,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-05",102.7545,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-06",102.6546,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-07",102.6208,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-08",102.5855,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-09",102.5351,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-10",102.4249,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-11",102.1698,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-12",101.6341,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-01",101.1033,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-02",100.7154,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-03",100.548,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-04",100.5144,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.6391,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.7193,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.632,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.326,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-09",99.88517,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-10",99.72622,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-11",99.87614,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.2389,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-01",100.5898,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-02",100.8,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-03",100.99,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-04",101.0435,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-05",101.0171,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.7627,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-07",100.422,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-08",100.1413,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-09",99.89575,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-10",99.71035,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-11",99.72562,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-12",99.72305,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-01",99.54174,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-02",99.38093,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-03",99.46541,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-04",99.90641,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-05",100.3412,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-06",100.4998,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-07",100.5022,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-08",100.4113,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-09",100.3753,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-10",100.526,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-11",100.823,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-12",101.1311,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-01",101.415,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-02",101.2996,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-03",101.129,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-04",100.9551,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-05",100.8754,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-06",101.0156,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-07",101.1288,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-08",101.1037,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-09",100.9829,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-10",100.8922,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-11",100.9575,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-12",101.0955,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-01",101.0805,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-02",100.9223,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-03",100.689,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-04",100.4974,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-05",100.5665,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-06",100.8208,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-07",100.7257,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-08",100.1246,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-09",99.39394,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-10",99.15681,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-11",99.54978,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.1362,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.4008,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.3513,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.2177,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-04",99.96204,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-05",99.67543,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-06",99.65432,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-07",99.69107,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-08",99.79094,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-09",100.1114,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-10",100.5381,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-11",100.7729,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-12",100.8902,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-01",100.9227,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-02",100.696,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-03",100.4198,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-04",100.2429,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-05",100.1817,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-06",100.1403,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-07",100.1168,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-08",99.88396,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-09",99.62474,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-10",99.3255,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-11",99.0351,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-12",98.86423,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-01",98.7,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-02",98.30473,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-03",97.82821,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-04",97.29106,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-05",96.9054,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-06",96.78413,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-07",96.99065,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-08",97.25229,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-09",97.32962,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-10",96.97076,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-11",96.70984,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-12",96.70225,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-01",96.70957,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.6831,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-03",96.88841,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-04",97.34404,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-05",97.73608,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-06",97.8984,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-07",97.85242,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-08",97.89684,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-09",98.07766,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-10",98.1078,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-11",98.12206,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-12",98.2991,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-01",98.4632,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-02",98.51914,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-03",98.516,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-04",98.49526,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-05",98.49397,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-06",98.39748,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-07",98.10873,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-08",97.93262,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-09",97.88105,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-10",97.98097,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-11",98.24199,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-12",98.49644,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-01",98.60629,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-02",98.55652,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-03",98.30943,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-04",98.25018,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-05",98.23425,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-06",97.92259,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-07",97.3374,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-08",96.83791,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-09",96.76977,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-10",97.00476,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-11",97.45283,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.00706,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.47957,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.74299,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.86993,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-04",98.90551,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-05",98.84837,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.63911,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.56538,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.73924,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.06297,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.29512,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.2067,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.86489,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.73347,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-02",98.83889,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-03",99.00964,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.22678,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.57312,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.75218,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.71359,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.42606,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.03589,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-10",98.79468,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-11",98.89756,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.20853,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.38554,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.45732,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.49035,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.56513,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.55119,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.52413,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.51575,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.61295,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.82225,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.1165,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.4775,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.8779,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-01",101.1476,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.1499,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-03",101.0514,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.9955,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.9135,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.9279,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.8108,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.6174,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.4432,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.473,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.5919,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.691,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.7043,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.6662,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.6256,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.6481,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.773,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.7505,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.6008,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.4927,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.4731,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.5516,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.8875,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.2319,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.3831,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.3706,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.3394,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.299,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.2263,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.1183,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.0765,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.1749,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.2981,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.4508,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.4304,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.3461,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.376,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.5386,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.6397,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.5889,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.5031,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.4452,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.4138,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.425,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.5082,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.4904,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-11",101.3815,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-12",101.2115,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-01",101.0081,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-02",101.0621,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-03",101.2793,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-04",101.4385,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-05",101.5261,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-06",101.4326,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-07",101.2017,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.9067,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.9067,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-10",101.1087,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-11",101.3763,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-12",101.6032,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-01",101.6016,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-02",101.1753,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-03",100.1814,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-04",99.10043,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-05",98.60248,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.5529,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.57012,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.77109,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-09",99.08221,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-10",99.23032,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-11",99.1874,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-12",99.19045,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-01",99.19651,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-02",99.33552,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.70029,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-04",99.9436,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-05",99.88512,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-06",99.6761,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-07",99.20992,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-08",98.6431,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-09",98.34552,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-10",98.15964,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-11",97.99796,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-12",97.89693,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-01",97.66277,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-02",97.35643,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-03",97.11978,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-04",96.95412,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-05",96.54891,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-06",96.14327,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-07",96.11539,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-08",96.38038,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-09",96.59812,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-10",96.7121,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-11",96.77963,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2022-12",97.00188,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2023-01",97.29637,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2023-02",97.42269,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2023-03",97.31185,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2023-04",97.19189,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2023-05",97.0989,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2023-06",97.17686,
